164,6,2,1,148,8000,8010,9111,9104,8299,8300,8304,8345,2055,3078,3074,1055,1055,3047,3340,4,12
236,2,3,1,162,8000,8005,9101,9104,8014,8200,8275,8236,3153,3133,3006,0,1038,1055,3363,4,7
245,8,2,1,135,8100,8112,8143,8138,8135,8200,8233,8236,2033,3152,1056,1082,3100,3020,3340,4,12
84,5,7,6,133,8000,8021,8009,9105,8014,8300,8316,8352,3146,2055,1054,3165,3020,3191,3340,12,4
203,8,4,8,50,8000,8005,9111,9104,8014,8100,8143,8105,3153,1412,3071,3006,1036,0,3364,11,4
875,3,4,8,167,8000,8010,9111,9105,8299,8400,8473,8453,3078,3153,3123,0,0,3111,3340,4,12
21,8,6,7,180,8000,8005,8009,9103,8014,8200,8275,8236,3033,3031,3508,2055,3006,0,3340,7,4
40,2,9,11,13,8200,8229,8226,8210,8237,8400,8473,8453,1082,3114,3853,3905,3009,2055,3364,14,4
45,10,7,6,132,8100,8112,8139,8120,8135,8200,8226,8210,2031,0,3030,3089,3020,3916,3363,4,12
432,4,21,3,37,8400,8465,8463,8473,8453,8100,8136,8105,0,3174,3009,2015,3742,3860,3364,3,4
81,11,9,7,182,8000,8010,8009,9103,8014,8300,8304,8345,1055,3153,3158,3025,3042,3105,3363,12,4
266,7,12,4,135,8000,8010,9111,9105,8299,8400,8473,8453,3047,2421,2055,3071,3812,0,3340,4,12
76,8,14,7,28,8100,8128,8143,8138,8135,8300,8304,8347,1414,0,3157,3047,3174,3057,3364,4,11
89,0,21,6,35,8400,8439,8446,8473,8451,8300,8316,8313,1031,3117,3193,3067,3857,0,3364,4,3
516,2,10,5,146,8400,8437,8446,8473,8451,8300,8345,8304,3373,3379,1029,3076,1029,3047,3340,4,12
104,3,13,10,63,8200,8230,8275,8233,8232,8000,9111,9104,1412,3388,3179,0,3047,1036,3364,4,11
134,15,9,10,181,8100,8112,8139,8138,8135,8200,8226,8210,3157,3089,3030,3020,3100,0,3363,4,12
164,13,8,4,193,8000,8010,9111,9103,8014,8400,8401,8473,3074,3384,2421,3812,1038,3047,3364,4,14
111,3,16,9,35,8400,8439,8446,8473,8451,8300,8313,8316,3050,3067,3860,3111,2055,3193,3364,14,4
245,6,13,2,217,8100,8112,8143,8138,8135,8200,8233,8236,3152,3157,1026,1082,3111,3100,3340,12,4
64,13,12,6,19,8000,8010,9111,9104,8014,8300,8304,8347,3026,1412,2055,3812,3111,3071,3340,11,4
429,9,8,10,168,8100,9923,8143,8138,8135,8000,9101,9104,3153,3139,3123,3006,1036,3085,3363,4,3
875,4,10,6,172,8000,8010,9111,9105,8299,8400,8444,8453,3133,2421,3105,3153,3071,3047,3340,4,12
266,2,3,2,176,8000,8010,9111,9105,8299,8400,8444,8451,3812,3071,3047,0,0,1054,3363,12,4
69,0,4,6,171,8000,8010,8009,9105,8014,8100,8139,8135,3040,2031,1056,1052,1056,1026,3340,4,14
141,4,3,7,55,8000,8010,9111,9105,8014,8100,8138,8135,1412,3143,3065,3111,0,0,3364,11,4
350,0,11,5,25,8200,8214,8226,8210,8236,8000,8009,8017,3174,3107,3860,2055,1082,0,3364,3,7
110,5,5,7,151,8200,8229,8226,8210,8237,8300,8345,8352,3158,2033,3142,1036,3814,0,3363,12,4
60,4,10,4,23,8100,8112,8126,8136,8105,8200,8275,8232,3165,0,1029,1402,1082,3111,3364,11,4
432,1,16,4,33,8400,8465,8463,8473,8453,8100,8105,8136,3174,3107,3860,3117,2055,0,3364,14,4
18,7,7,0,201,8000,8005,9101,9103,8014,8300,8304,8345,1054,3031,3006,3046,3123,3094,3363,1,4
245,8,12,3,156,8100,8112,8143,8138,8135,8300,8316,8304,3089,1056,3152,3020,3100,0,3364,14,4
41,7,9,0,174,8400,8437,8446,8473,8453,8300,8345,8352,2033,3078,3123,3047,0,3031,3340,12,4
203,0,3,7,26,8000,8005,9111,9104,8014,8100,8143,8105,3153,3044,2031,0,1001,1412,3364,11,4
25,2,4,6,162,8200,8229,8275,8210,8237,8300,8313,8345,3030,3157,3020,1056,1026,1028,3363,12,4
235,2,5,5,30,8400,8437,8446,8473,8453,8000,8009,9104,0,3022,3864,3044,3009,1028,3364,7,4
43,2,5,7,213,8200,8214,8226,8210,8236,8300,8304,8347,3158,3174,3504,0,3089,1052,3363,4,12
6,7,0,4,211,8000,8005,9111,9105,8299,8400,8473,8451,2420,3812,3071,3047,3123,3194,3364,4,12
24,6,2,3,193,8000,8005,9111,9105,8014,8300,8304,8352,2033,3153,3052,3078,1028,3047,3340,4,12
81,12,7,2,237,8000,8010,8009,9103,8014,8200,8210,8226,3042,3140,3153,3158,1054,3078,3363,4,12
268,5,9,4,208,8000,8008,8009,9104,8014,8200,8226,8210,1056,3157,2420,3020,3151,3115,3363,12,4
141,5,11,1,26,8100,8128,8143,8138,8105,8200,8275,8236,1400,3077,3142,3123,3117,3134,3363,4,11
111,1,12,3,30,8400,8439,8446,8444,8451,8300,8316,8313,3860,3193,0,3109,3009,0,3364,4,14
31,5,1,6,150,8100,8128,8126,8138,8106,8000,8009,8014,1056,1056,3152,3285,2055,3020,3364,3,4
235,4,6,13,26,8300,8351,8313,8345,8347,8000,8009,9103,1001,3814,1036,3864,2055,3179,3363,7,4
41,1,4,3,153,8400,8437,8446,8473,8451,8300,8345,8352,3078,2033,1038,3133,3047,1083,3340,4,12
517,7,5,7,145,8000,8010,8009,9105,8299,8300,8352,8345,2033,3152,2421,3285,3108,3020,3340,4,12
104,4,6,7,25,8200,8230,8275,8234,8232,8000,9111,9104,1400,3179,3067,3006,1028,2055,3364,4,11
119,14,7,4,184,8100,9923,8139,8138,8105,8000,8009,9103,3042,3094,3006,1053,3134,3142,3363,4,7
43,5,20,5,23,8200,8214,8226,8210,8237,8300,8345,8347,3158,3174,3853,1058,3504,3041,3364,4,14
30,6,8,5,16,8100,8128,8126,8138,8135,8300,8304,8347,1402,0,3157,3020,1058,3041,3340,11,4
85,1,5,4,193,8000,8010,9111,9104,8014,8100,8139,8135,3907,3152,1026,0,1055,3020,3340,12,4
39,10,5,3,149,8000,8010,9111,9104,8014,8300,8345,8352,2033,3153,1001,3091,3044,3067,3340,14,4
41,2,6,6,151,8400,8437,8446,8473,8451,8300,8352,8345,2033,3078,3133,3047,1038,3123,3340,4,12
245,3,2,6,13,8100,8128,8143,8138,8135,8300,8304,8321,3152,3057,1414,2422,1052,0,3364,4,11
21,4,2,3,151,8000,8005,9101,9103,8017,8200,8275,8236,1055,1037,3508,3006,1038,3123,3363,4,7
31,3,2,6,128,8200,8229,8226,8210,8232,8400,8473,8451,1056,3285,3067,0,1052,1001,3364,14,4
875,2,3,6,34,8300,8358,8306,8316,8347,8200,8275,8234,3857,3123,3742,3009,2055,0,3364,14,4
266,7,2,4,167,8000,8010,9111,9103,8299,8100,8139,8135,2031,0,3071,1054,3812,1001,3340,4,12
16,2,18,3,133,8200,8214,8226,8210,8237,8400,8473,8453,3504,1056,3107,3174,1056,3158,3363,4,21
2,8,11,3,12,8000,8010,9111,9104,8299,8400,8444,8453,1400,2055,3800,1001,1029,3065,3364,11,4
134,4,5,1,192,8200,8229,8226,8210,8237,8100,8139,8135,1056,3089,0,3916,3020,3030,3363,4,12
555,6,6,3,35,8400,8439,8446,8473,8242,8100,8106,8136,3142,3179,3855,2055,3117,1036,3364,4,14
412,2,3,2,38,8400,8439,8463,8473,8451,8300,8313,8347,3855,2424,1029,3109,1033,3117,3364,14,4
39,1,2,6,177,8000,8010,9111,9104,8299,8300,8345,8352,3047,2033,3153,3044,1055,1028,3340,4,12
427,0,5,4,20,8200,8214,8275,8210,8236,8300,8306,8347,3041,2031,0,1039,3504,3158,3364,11,4
517,3,1,4,117,8000,8010,8009,9105,8299,8300,8352,8345,2033,3152,1026,3020,3802,0,3340,4,12
523,2,1,2,171,8000,8010,9101,9103,8017,8200,8236,8275,1055,3006,3031,1083,3086,0,3363,4,7
134,4,6,1,158,8200,8229,8226,8210,8237,8100,8139,8135,1056,1056,2031,3020,3165,3030,3363,4,12
875,2,8,4,28,8300,8358,8306,8345,8352,8200,8275,8234,3009,2420,3857,0,3742,0,3364,4,14
157,6,4,0,156,8000,8010,9111,9104,8014,8100,8139,8135,1055,2055,1029,3046,3031,3006,3363,4,3
59,2,11,1,16,8000,8010,9111,9105,8299,8100,8136,8105,3193,1413,3047,2055,1028,0,3364,4,11
84,4,1,2,182,8000,8021,8009,9105,8014,8100,8139,8135,3146,2031,3916,1026,1056,3020,3364,4,12
115,0,11,4,194,8200,8229,8226,8210,8236,8300,8304,8345,1056,3285,0,3020,1052,3165,3363,12,4
875,4,6,3,172,8000,8010,9111,9105,8299,8400,8473,8446,1054,3009,3071,3123,3153,0,3340,12,4
20,2,15,3,17,8400,8439,8463,8429,8453,8000,9111,9105,3211,3067,0,3047,1413,3109,3364,4,11
21,19,7,4,187,8000,8005,8009,9103,8014,8200,8275,8236,1033,3508,3086,3006,3031,3072,3340,7,4
432,6,20,1,22,8400,8465,8463,8444,8453,8100,8105,8136,3222,3158,3859,0,3742,1028,3364,14,4
203,4,2,3,176,8000,8010,8009,9105,8299,8200,8224,8232,3111,3153,3091,1042,1054,1018,3364,14,4
69,1,9,8,123,8000,8010,8009,9105,8299,8100,8139,8135,3040,1056,3151,0,0,0,3363,4,7
8,3,4,3,199,8200,8230,8275,8210,8236,8300,8304,8347,3113,3152,3020,1058,3108,3089,3340,4,12
107,6,2,8,60,8000,8010,9111,9104,8014,8100,8143,8105,3035,3077,3142,3147,1041,3158,3364,4,11
154,1,7,9,41,8400,8439,8463,8429,8453,8300,8347,8304,2420,3860,3109,2055,3158,1031,3364,14,4
41,3,6,4,206,8400,8437,8446,8444,8451,8300,8345,8352,1037,3142,3047,3155,3078,1038,3340,4,12
16,1,16,6,11,8200,8214,8275,8210,8237,8400,8473,8453,3107,3853,2420,3158,2055,3174,3364,7,4
110,8,4,6,223,8200,8229,8226,8210,8237,8000,8009,8017,2033,3814,3142,3047,3147,3036,3363,21,4
154,5,10,5,36,8400,8439,8463,8429,8453,8100,8126,8135,3065,3076,2055,3047,1401,3109,3364,4,11
42,5,6,5,197,8000,8021,8009,9103,8014,8300,8304,8345,3031,0,3155,3042,3020,3078,3340,12,4
104,9,6,3,75,8200,8230,8275,8233,8232,8000,9111,9104,1412,3033,3812,3006,3071,2015,3364,11,4
235,2,15,5,24,8400,8437,8446,8473,8451,8000,8009,9104,3864,2055,3022,3009,3071,3123,3364,4,7
875,2,12,5,167,8400,8439,8463,8429,8451,8300,8313,8316,0,2424,3083,3075,3742,3047,3340,4,14
236,2,6,8,206,8000,8005,8009,9104,8014,8300,8304,8345,3031,3153,3508,3006,1042,0,3340,12,4
38,11,4,1,247,8000,8010,8009,9105,8014,8100,8139,8106,3157,3040,1026,3027,3020,3089,3364,4,12
53,1,2,1,32,8400,8439,8446,8473,8242,8300,8316,8313,0,3860,3193,3009,1031,0,3364,4,14
126,2,4,6,186,8200,8230,8226,8210,8236,8300,8345,8352,2033,3142,3047,3147,3134,1037,3363,4,12
96,3,5,7,164,8200,8230,8275,8210,8236,8000,8009,8014,3116,2033,3020,1026,3040,1052,3363,4,7
429,1,0,4,206,8100,9923,8139,8138,8106,8000,9104,9111,3153,3006,1055,3085,1053,0,3363,4,7
64,7,3,3,18,8000,8010,9111,9105,8014,8200,8275,8232,1028,1037,3071,3047,1412,3134,3340,4,11
67,8,3,0,169,8000,8005,9111,9104,8014,8100,8139,8135,1055,3153,3124,3006,1042,1042,3363,4,7
350,1,11,0,5,8200,8214,8226,8210,8236,8000,8009,8017,1004,3853,0,1004,3174,3504,3364,3,14
268,2,7,6,237,8200,8229,8226,8210,8237,8100,8139,8135,3020,3285,0,1056,1058,3115,3363,12,4
421,10,4,4,38,8100,9923,8126,8138,8105,8200,8275,8232,1400,3814,3026,1036,3047,1036,3364,4,11
41,0,8,4,189,8400,8437,8446,8444,8451,8300,8345,8352,2033,3142,3078,0,0,3047,3340,4,12
126,6,16,6,266,8000,8010,9111,9105,8299,8300,8304,8345,3142,3042,3814,3123,3047,3071,3363,4,12
45,9,13,1,242,8300,8351,8304,8345,8347,8100,8134,8139,3030,3905,3041,3157,3020,3089,3363,12,4
350,1,24,2,31,8200,8229,8226,8233,8237,8000,8009,8017,1082,3030,2055,3860,3174,2065,3364,14,3
35,1,17,4,18,8100,8128,8126,8138,8105,8000,9104,8014,3030,3151,3020,1402,1052,0,3364,14,11
555,12,6,6,170,8100,9923,8126,8138,8106,8400,8444,8453,3179,3142,3077,3111,3147,3814,3364,4,14
427,0,16,4,21,8200,8214,8275,8210,8232,8300,8347,8321,1039,3157,2421,3504,3174,3117,3364,4,11
111,1,8,6,35,8400,8439,8446,8473,8451,8300,8313,8316,3193,3860,3107,2055,0,3117,3364,14,4
62,8,6,8,256,8000,8010,9111,9104,8299,8300,8345,8352,3812,3026,1033,3047,3033,3078,3340,4,12
31,7,3,3,254,8200,8229,8226,8210,8232,8400,8473,8451,3157,3020,3152,1058,3285,1058,3364,14,4
202,3,8,8,215,8200,8229,8275,8233,8236,8000,8009,9103,3142,1055,3009,3123,3031,3094,3363,4,7
16,0,11,1,23,8300,8351,8313,8345,8347,8100,8136,8134,3905,3030,3860,0,1001,0,3364,4,7
110,4,6,3,213,8000,8008,9101,9104,8017,8200,8275,8236,3153,1055,3086,3006,3124,3123,3363,3,4
61,3,4,2,158,8200,8230,8226,8210,8236,8300,8304,8345,2033,3157,3285,3028,3111,0,3363,4,12
79,5,4,3,22,8100,8124,8126,8138,8134,8300,8313,8347,1402,3020,2424,3165,1026,3191,3364,11,4
875,8,2,3,157,8000,8010,9111,9105,8014,8400,8451,8473,3153,0,3067,3211,3078,3111,3363,4,12
516,1,5,6,134,8300,8360,8304,8345,8347,8400,8473,8451,1054,3373,2031,3379,2422,1029,3340,4,12
85,1,4,4,176,8000,8005,9111,9104,8014,8400,8473,8451,1055,3153,1055,1001,3091,1042,3340,12,4
81,5,1,3,221,8000,8010,8009,9103,8017,8200,8226,8210,1055,1053,3078,3123,3158,3042,3340,1,4
350,0,8,3,7,8200,8229,8226,8210,8236,8000,8009,8017,3174,0,1052,3853,3114,0,3364,3,7
76,5,5,4,51,8100,8128,8143,8138,8105,8300,8304,8347,1414,3020,3100,1082,3174,1026,3364,4,11
79,3,2,7,122,8200,8230,8226,8210,8236,8300,8304,8347,3152,3068,1029,1056,0,3020,3340,12,4
2,5,4,7,22,8000,8010,9111,9104,8299,8300,8410,8304,1412,3071,1028,3047,3067,1033,3364,4,11
13,1,4,5,146,8200,8230,8226,8210,8236,8100,8139,8135,2031,3040,3191,3020,1052,0,3340,4,12
39,3,6,6,169,8000,8010,9111,9103,8014,8300,8345,8352,2033,3153,3047,3044,3123,3067,3340,3,4
80,2,8,6,25,8400,8439,8446,8473,8451,8100,8139,8105,3047,3855,2055,3067,1033,3123,3364,4,14
107,10,8,5,142,8000,8010,9111,9103,8299,8400,8453,8473,3077,3111,3071,3147,3134,1037,3340,4,14
131,5,9,4,143,8000,8010,9111,9105,8299,8100,8143,8135,1056,1058,1058,3115,3027,1001,3364,4,14
350,4,13,1,25,8200,8214,8226,8210,8236,8000,8009,8017,3041,3174,3860,0,3504,1004,3364,3,7
59,8,11,2,22,8000,8010,9111,9104,8014,8100,8143,8105,2420,1413,2055,3047,3742,3071,3364,4,11
81,4,11,2,160,8000,8010,8009,9103,8017,8300,8345,8347,3025,1055,3047,3133,1036,3042,3363,4,1
61,3,14,7,177,8300,8360,8304,8345,8352,8200,8226,8237,3285,3165,0,3174,3111,1082,3363,4,12
412,2,14,8,31,8400,8439,8446,8473,8242,8300,8313,8316,3857,3193,3109,2055,3009,0,3364,14,4
2,5,9,5,80,8000,8010,9111,9105,8299,8300,8304,8410,1413,3111,1029,3194,3110,3065,3364,4,11
21,4,14,8,242,8000,8005,8009,9103,8017,8200,8275,8236,1038,3123,3006,3155,3031,3508,3363,4,7
79,9,5,8,204,8200,8230,8226,8210,8236,8300,8304,8347,3152,3068,3025,3065,3020,0,3340,12,4
235,1,24,3,30,8400,8437,8463,8473,8453,8000,9104,8009,3864,2055,3123,3071,3022,3009,3364,7,4
111,4,16,6,112,8400,8439,8463,8473,8242,8300,8313,8321,3047,3193,2055,3001,0,3068,3364,14,4
245,13,11,7,52,8100,8112,8143,8136,8135,8300,8304,8347,3100,3152,3020,1402,1026,3157,3364,11,4
68,7,16,2,211,8200,8229,8275,8234,8232,8100,8139,8135,3111,3165,3157,3135,3151,0,3364,7,4
120,11,10,5,226,8000,8010,9111,9104,8299,8200,8275,8234,3033,3111,3078,1038,3022,3071,3340,14,6
7,9,2,7,144,8100,8112,8139,8138,8135,8300,8345,8352,2033,3165,3108,3020,1026,3285,3363,4,14
58,5,4,6,206,8000,8010,9111,9105,8014,8400,8473,8453,3071,3153,3111,0,3812,3123,3364,12,4
432,4,10,8,8,8400,8465,8446,8473,8242,8000,9111,9105,3853,3107,3905,2055,3123,3117,3364,4,14
203,7,4,8,38,8000,8010,9111,9104,8014,8100,8143,8105,3153,1412,3071,1037,3111,3123,3364,4,11
42,3,11,7,140,8000,8021,8009,9104,8299,8300,8304,8345,3078,3042,3086,2015,1055,3020,3340,7,4
141,9,4,4,54,8000,8010,9111,9105,8014,8300,8304,8347,1412,3071,3812,3111,3076,1028,3364,11,4
16,1,22,6,126,8200,8214,8226,8210,8237,8400,8473,8453,3174,2421,2065,3108,3191,3158,3363,4,7
235,10,19,7,49,8300,8351,8304,8345,8410,8000,8009,9104,3033,3864,3179,3814,3158,3134,3364,4,21
3,6,13,6,176,8400,8439,8401,8473,8451,8200,8226,8210,3020,3152,3157,3151,1082,0,3340,12,4
