238,2,0,5,85,"('8000', '8010', '8009', '9104', '8014')","('8200', '8210', '8236')","(3179, 2031, 3134, 0, 1036, 1001)",3340,"('14', '4')"
13,1,3,5,113,"('8200', '8230', '8226', '8210', '8236')","('8100', '8139', '8135')","(2031, 3027, 3070, 3802, 1001, 0)",3340,"('4', '12')"
235,2,6,6,17,"('8400', '8437', '8463', '8473', '8451')","('8000', '8009', '9104')","(3111, 3022, 3067, 3864, 2055, 0)",3364,"('4', '21')"
81,1,2,5,99,"('8000', '8010', '8009', '9103', '8014')","('8300', '8345', '8347')","(3004, 3057, 1001, 1055, 0, 0)",3340,"('4', '7')"
163,3,2,7,25,"('8100', '8128', '8126', '8136', '8135')","('8200', '8275', '8232')","(1402, 0, 2031, 1052, 1082, 3020)",3364,"('4', '11')"
523,5,6,3,184,"('8000', '8010', '9101', '9103', '8014')","('8200', '8275', '8236')","(1055, 1018, 1042, 3085, 3031, 3006)",3363,"('1', '4')"
203,3,6,3,33,"('8000', '8010', '8009', '9105', '8299')","('8200', '8224', '8232')","(0, 3153, 3006, 1018, 1419, 1042)",3364,"('11', '4')"
142,13,2,0,190,"('8200', '8214', '8275', '8210', '8237')","('8300', '8316', '8352')","(3152, 2033, 1082, 3020, 3285, 3135)",3363,"('4', '14')"
164,2,2,5,130,"('8400', '8437', '8401', '8473', '8451')","('8300', '8304', '8345')","(3077, 3078, 3111, 1053, 1055, 0)",3340,"('12', '4')"
53,0,7,4,25,"('8400', '8439', '8446', '8444', '8242')","('8300', '8306', '8316')","(3050, 2031, 3857, 2055, 3117, 1028)",3364,"('14', '4')"
84,6,2,3,188,"('8000', '8010', '8009', '9105', '8299')","('8100', '8139', '8135')","(3146, 2031, 2055, 3020, 3165, 1058)",3340,"('12', '4')"
412,2,6,5,31,"('8400', '8439', '8446', '8473', '8453')","('8300', '8347', '8313')","(3107, 3857, 3024, 3117, 3067, 2055)",3364,"('3', '4')"
110,3,4,6,173,"('8200', '8229', '8226', '8210', '8237')","('8000', '8009', '8017')","(2033, 3158, 3142, 3179, 3134, 0)",3363,"('7', '4')"
76,2,2,5,9,"('8100', '8128', '8143', '8136', '8135')","('8300', '8304', '8347')","(3111, 2420, 1082, 3108, 3174, 1414)",3364,"('11', '4')"
126,2,3,4,166,"('8200', '8230', '8226', '8234', '8236')","('8300', '8304', '8345')","(3142, 2033, 2422, 3814, 0, 0)",3340,"('4', '14')"
350,4,20,1,5,"('8200', '8214', '8226', '8210', '8236')","('8000', '8009', '8017')","(2055, 3174, 3853, 3041, 3504, 3114)",3364,"('3', '7')"
21,13,6,5,197,"('8000', '8005', '9101', '9103', '8014')","('8200', '8275', '8236')","(2420, 2055, 3031, 3072, 3508, 3047)",3363,"('4', '21')"
134,5,13,0,173,"('8100', '8112', '8126', '8138', '8135')","('8200', '8226', '8210')","(3165, 3285, 3020, 1026, 1082, 1052)",3363,"('14', '4')"
64,2,21,2,12,"('8000', '8010', '9111', '9105', '8299')","('8300', '8304', '8347')","(1412, 3026, 2055, 0, 3047, 3071)",3340,"('4', '11')"
875,5,14,4,154,"('8000', '8010', '9111', '9105', '8299')","('8400', '8446', '8473')","(3047, 3078, 3082, 1055, 3153, 0)",3340,"('12', '4')"
23,4,1,8,206,"('8000', '8021', '9111', '9104', '8299')","('8200', '8275', '8210')","(3077, 3006, 3508, 3031, 3101, 3123)",3340,"('14', '4')"
235,1,6,6,21,"('8400', '8437', '8446', '8444', '8453')","('8000', '8009', '9104')","(3864, 3179, 3123, 3009, 3114, 3801)",3364,"('7', '4')"
81,3,2,2,203,"('8000', '8010', '8009', '9103', '8014')","('8200', '8226', '8210')","(3042, 3025, 3151, 3020, 2055, 1054)",3363,"('12', '4')"
44,0,6,7,50,"('8400', '8465', '8463', '8473', '8453')","('8100', '8126', '8106')","(3050, 3860, 3109, 2055, 0, 3158)",3364,"('7', '3')"
11,4,1,6,105,"('8000', '8010', '9111', '9105', '8014')","('8100', '8138', '8135')","(1419, 3091, 3124, 3111, 3082, 3211)",3340,"('11', '4')"
21,6,12,10,181,"('8000', '8005', '9111', '9103', '8014')","('8200', '8236', '8275')","(3031, 3006, 3134, 1037, 3508, 1055)",3363,"('4', '3')"
134,7,16,7,201,"('8100', '8112', '8139', '8138', '8135')","('8200', '8210', '8226')","(1056, 3285, 3020, 3151, 3089, 3916)",3363,"('4', '14')"
64,10,20,5,82,"('8000', '8010', '9111', '9104', '8014')","('8300', '8304', '8347')","(3143, 3812, 2055, 3071, 3047, 1412)",3340,"('4', '11')"
37,2,24,7,33,"('8400', '8465', '8446', '8473', '8453')","('8000', '8009', '9105')","(3504, 3860, 3107, 3174, 3158, 2055)",3364,"('7', '4')"
122,16,5,4,195,"('8200', '8230', '8275', '8234', '8236')","('8000', '9104', '9111')","(3047, 3078, 3053, 3065, 1055, 3075)",3340,"('6', '4')"
23,9,7,8,247,"('8000', '8008', '9111', '9104', '8299')","('8200', '8275', '8210')","(3033, 3078, 3031, 3508, 3006, 3134)",3364,"('14', '4')"
107,12,4,12,46,"('8000', '8010', '9111', '9104', '8014')","('8100', '8143', '8105')","(1412, 3179, 3812, 3047, 3071, 0)",3364,"('4', '11')"
245,7,6,11,160,"('8100', '8112', '8143', '8138', '8135')","('8300', '8345', '8352')","(3152, 3089, 3111, 3100, 0, 0)",3363,"('4', '12')"
43,1,15,7,47,"('8200', '8229', '8226', '8210', '8237')","('8300', '8345', '8347')","(3860, 3009, 3107, 3504, 3174, 2055)",3364,"('14', '4')"
110,4,12,5,228,"('8200', '8229', '8226', '8210', '8237')","('8300', '8304', '8345')","(3142, 2033, 3147, 3009, 3033, 3179)",3363,"('7', '4')"
23,6,7,4,176,"('8000', '8008', '9111', '9104', '8299')","('8200', '8275', '8210')","(3077, 3144, 3006, 3508, 3101, 3031)",3340,"('14', '4')"
60,8,12,5,13,"('8000', '8010', '9111', '9104', '8299')","('8100', '8126', '8135')","(2055, 3157, 1052, 3020, 1414, 3136)",3364,"('11', '4')"
39,17,8,5,164,"('8000', '8010', '9111', '9103', '8299')","('8300', '8345', '8352')","(0, 2420, 3153, 3053, 3047, 3078)",3340,"('14', '4')"
57,4,17,8,98,"('8400', '8439', '8446', '8444', '8451')","('8300', '8304', '8345')","(2055, 3076, 3047, 3211, 3067, 3068)",3364,"('12', '4')"
235,4,15,9,18,"('8400', '8437', '8463', '8473', '8453')","('8000', '8009', '9104')","(3864, 3044, 3022, 1028, 3047, 0)",3364,"('4', '3')"
875,5,15,6,47,"('8300', '8358', '8306', '8316', '8410')","('8200', '8275', '8210')","(3009, 3076, 3855, 3211, 3742, 1029)",3364,"('4', '14')"
120,9,2,7,149,"('8000', '8010', '8009', '9105', '8299')","('8200', '8275', '8234')","(0, 3052, 3211, 3047, 3078, 3110)",3340,"('14', '12')"
2,3,8,10,25,"('8000', '8010', '9111', '9104', '8299')","('8300', '8304', '8410')","(1412, 3047, 3071, 0, 0, 0)",3364,"('4', '11')"
119,8,10,6,127,"('8000', '8010', '9111', '9104', '8014')","('8200', '8275', '8236')","(1055, 3031, 3006, 3123, 3181, 3086)",3363,"('4', '7')"
131,6,9,10,94,"('8000', '8010', '8009', '9105', '8014')","('8100', '8139', '8135')","(2031, 3157, 3047, 3067, 3145, 1056)",3364,"('12', '4')"
497,0,8,2,33,"('8400', '8465', '8446', '8473', '8453')","('8100', '8136', '8106')","(3158, 3860, 2055, 3050, 3114, 0)",3364,"('4', '14')"
29,5,3,6,130,"('8000', '8005', '9111', '9103', '8014')","('8200', '8226', '8233')","(1055, 3153, 2055, 3006, 3085, 0)",3363,"('7', '4')"
1,8,3,9,130,"('8100', '8112', '8139', '8138', '8105')","('8200', '8233', '8226')","(3152, 1052, 3165, 1056, 1026, 3020)",3340,"('4', '14')"
107,2,4,5,45,"('8000', '8010', '9111', '9103', '8014')","('8100', '8143', '8105')","(3147, 3077, 1037, 3158, 1041, 3134)",3364,"('4', '11')"
126,2,2,7,167,"('8200', '8230', '8226', '8233', '8236')","('8000', '9111', '9105')","(2033, 3042, 3071, 3111, 3133, 1033)",3340,"('4', '12')"
875,3,6,3,33,"('8300', '8358', '8306', '8321', '8347')","('8200', '8234', '8275')","(3742, 1029, 0, 3857, 1028, 3047)",3364,"('14', '4')"
28,4,5,2,12,"('8100', '8112', '8143', '8138', '8105')","('8200', '8233', '8236')","(1402, 1082, 2031, 3020, 1058, 0)",3340,"('11', '4')"
131,12,4,3,195,"('8000', '8010', '9111', '9105', '8299')","('8100', '8143', '8135')","(1056, 1058, 1058, 3115, 3027, 3020)",3364,"('4', '14')"
110,3,6,5,165,"('8200', '8229', '8226', '8210', '8237')","('8300', '8345', '8352')","(3134, 2055, 3179, 3814, 3009, 3133)",3363,"('4', '7')"
23,7,4,4,232,"('8000', '8021', '9111', '9104', '8299')","('8200', '8275', '8210')","(3077, 3031, 1054, 3508, 3006, 3101)",3364,"('14', '4')"
37,2,24,0,45,"('8400', '8465', '8446', '8473', '8453')","('8000', '8009', '9105')","(2055, 3860, 3107, 3158, 3504, 3174)",3364,"('3', '4')"
72,2,13,2,163,"('8400', '8439', '8401', '8444', '8451')","('8300', '8304', '8347')","(3193, 3025, 3158, 3083, 3067, 0)",3340,"('4', '12')"
236,16,6,6,198,"('8000', '8010', '9111', '9104', '8014')","('8300', '8304', '8345')","(3094, 3139, 0, 3031, 3006, 3508)",3363,"('4', '7')"
91,3,7,7,184,"('8000', '8010', '9111', '9105', '8299')","('8100', '8139', '8135')","(3147, 3077, 3814, 3111, 3134, 3133)",3364,"('14', '4')"
9,7,15,3,54,"('8100', '8112', '8126', '8138', '8106')","('8200', '8275', '8233')","(1402, 3020, 3157, 3165, 3108, 1033)",3330,"('11', '4')"
203,4,5,8,11,"('8000', '8010', '9111', '9103', '8014')","('8100', '8138', '8105')","(1412, 3085, 3006, 3031, 1036, 1036)",3364,"('4', '11')"
110,6,6,7,167,"('8000', '8008', '8009', '9103', '8014')","('8200', '8236', '8226')","(3179, 3142, 3033, 3134, 1055, 3158)",3363,"('7', '4')"
245,6,6,4,233,"('8100', '8112', '8143', '8138', '8135')","('8300', '8316', '8352')","(3152, 1082, 2055, 3089, 3100, 3111)",3364,"('14', '4')"
412,0,13,5,28,"('8400', '8439', '8446', '8473', '8451')","('8300', '8313', '8345')","(3067, 3193, 2421, 3857, 2055, 3117)",3364,"('14', '4')"
3,1,4,6,202,"('8400', '8439', '8401', '8473', '8451')","('8200', '8226', '8210')","(3165, 3152, 2421, 1082, 3191, 3020)",3340,"('12', '4')"
64,10,14,4,28,"('8000', '8010', '9111', '9104', '8014')","('8300', '8304', '8347')","(1412, 1029, 0, 3071, 3047, 1036)",3340,"('4', '11')"
3,6,14,3,147,"('8400', '8439', '8401', '8473', '8451')","('8200', '8275', '8210')","(3152, 1056, 3157, 1026, 1052, 3020)",3340,"('4', '12')"
875,5,4,5,132,"('8000', '8010', '9111', '9105', '8299')","('8400', '8446', '8473')","(1055, 3153, 3078, 3047, 1029, 1033)",3340,"('4', '12')"
51,13,10,0,149,"('8000', '8021', '9111', '9103', '8014')","('8300', '8304', '8345')","(1055, 3031, 3006, 3094, 1038, 1018)",3363,"('4', '7')"
432,1,23,0,9,"('8400', '8465', '8463', '8473', '8453')","('8100', '8134', '8136')","(3117, 3853, 2031, 3108, 2055, 3107)",3364,"('4', '14')"
78,3,5,4,147,"('8400', '8437', '8401', '8473', '8453')","('8300', '8352', '8345')","(2033, 3068, 3047, 3082, 3211, 1011)",3340,"('4', '12')"
37,1,3,2,35,"('8400', '8465', '8446', '8473', '8453')","('8000', '8009', '9105')","(3174, 3860, 3801, 3158, 3114, 0)",3364,"('7', '4')"
157,0,3,10,136,"('8000', '8010', '9111', '9104', '8014')","('8100', '8139', '8135')","(1018, 3087, 0, 1055, 3006, 1055)",3340,"('4', '3')"
76,5,3,9,33,"('8100', '8128', '8126', '8138', '8135')","('8300', '8347', '8304')","(1414, 0, 3191, 3020, 3100, 0)",3364,"('4', '11')"
429,3,2,10,149,"('8100', '9923', '8143', '8138', '8135')","('8000', '9101', '9104')","(3153, 1055, 3006, 3085, 0, 0)",3340,"('4', '1')"
104,3,5,6,47,"('8200', '8230', '8275', '8234', '8232')","('8000', '9111', '9104')","(1412, 2031, 3071, 1001, 3134, 0)",3364,"('11', '4')"
164,5,1,5,154,"('8000', '8010', '9111', '9103', '8014')","('8400', '8401', '8473')","(3123, 3078, 1055, 3047, 1053, 3077)",3340,"('4', '12')"
145,1,3,3,219,"('8100', '9923', '8139', '8136', '8135')","('8000', '8009', '9103')","(3124, 3101, 3042, 1052, 3006, 3123)",3363,"('4', '3')"
38,1,1,5,179,"('8000', '8021', '8009', '9105', '8014')","('8100', '8139', '8135')","(3027, 3003, 2033, 3020, 0, 1082)",3364,"('12', '4')"
37,0,6,2,25,"('8400', '8465', '8446', '8473', '8453')","('8000', '8009', '9105')","(3158, 3860, 3114, 3174, 3113, 0)",3364,"('7', '4')"
16,0,11,3,10,"('8200', '8214', '8226', '8210', '8236')","('8400', '8429', '8453')","(3853, 3107, 0, 3504, 3158, 0)",3364,"('4', '21')"
122,6,7,2,176,"('8000', '8010', '9111', '9105', '8299')","('8200', '8210', '8275')","(3153, 3078, 0, 1055, 3065, 3047)",3363,"('6', '4')"
102,7,8,2,18,"('8100', '8128', '8139', '8138', '8135')","('8300', '8304', '8347')","(0, 3115, 2055, 3165, 1402, 3020)",3364,"('4', '11')"
42,2,5,2,233,"('8000', '8021', '9101', '9103', '8014')","('8300', '8304', '8347')","(1083, 3046, 3031, 0, 3078, 3020)",3363,"('12', '4')"
81,6,2,1,197,"('8000', '8010', '8009', '9103', '8014')","('8200', '8226', '8210')","(3078, 1053, 3042, 3047, 1055, 1036)",3363,"('4', '7')"
203,6,13,4,125,"('8000', '8010', '8009', '9105', '8299')","('8300', '8304', '8345')","(3085, 3508, 3123, 3006, 1055, 0)",3363,"('7', '4')"
9,8,13,3,24,"('8100', '8112', '8126', '8138', '8106')","('8300', '8347', '8313')","(2424, 3916, 3020, 3151, 1029, 1402)",3330,"('4', '11')"
